Word,Alternative.spelling,Freq_pm,Dom_PoS_SUBTLEX,Nletters,Nphon,Nsyll,Lemma_highest_PoS,AoA_Kup,Perc_known,AoA_Kup_lem,Perc_known_lem,AoA_Bird_lem,AoA_Bristol_lem,AoA_Cort_lem,AoA_Schock,mid_level_category
sweetheart,sweetheart,64.16,Noun,10,8,2,sweetheart,6.26,1.0,6.26,1.0,,,,,person
tablecloth,tablecloth,0.94,Noun,10,9,3,tablecloth,6.26,1.0,6.26,1.0,,,,,artifact_other
tattle,tattle,0.16,Verb,6,5,2,tattle,6.26,1.0,6.26,1.0,,,,,communication
test,test,84.08,Noun,4,4,1,test,6.26,1.0,6.26,1.0,6.25,,5.85,,event_other
warmth,warmth,4.45,Noun,6,5,1,warmth,6.26,1.0,6.26,1.0,5.94,6.37,,,attribute
wizard,wizard,10.63,Noun,6,5,2,wizard,6.26,1.0,6.26,1.0,,,,5.93,person
always,always,655.25,Adverb,6,5,2,always,6.26,1.0,6.26,1.0,5.16,,,5.68,Adverb
ever,ever,709.22,Adverb,4,3,2,ever,6.26,1.0,6.26,1.0,5.71,6.28,,5.2,Adverb
knight,knight,26.76,Name,6,3,1,knight,6.26,1.0,6.26,1.0,7.26,6.5,7.22,,Name
lot,lot,569.92,Noun,3,3,1,lot,6.26,1.0,6.26,1.0,,,4.93,,quantity
somewhere,somewhere,111.53,Adverb,9,6,2,somewhere,6.26,1.0,6.26,1.0,,,,6.54,Adverb
campout,campout,0.16,Noun,7,6,2,campout,6.27,0.83,6.27,0.83,,,,,unknown
alright,alright,79.29,Adverb,7,5,2,alright,6.28,1.0,6.28,1.0,,,,6.4,Adverb
either,either,182.51,Adverb,6,3,2,either,6.28,1.0,6.28,1.0,6.57,,,6.26,Adverb
pearl,pearl,15.67,Name,5,3,1,pearl,6.28,1.0,6.28,1.0,6.84,6.81,6.74,,Name
toward,toward,22.92,Preposition,6,6,2,toward,6.28,1.0,6.28,1.0,,7.2,,,Preposition
towards,towards,27.43,Preposition,7,7,2,towards,6.28,1.0,6.28,1.0,6.88,,,,Preposition
astronaut,astronaut,3.96,Noun,9,8,3,astronaut,6.28,1.0,6.28,1.0,,,,,person
bury,bury,20.67,Verb,4,4,2,bury,6.28,1.0,6.28,1.0,5.77,5.75,,,cognition_action
caveman,caveman,2.02,Noun,7,6,2,caveman,6.28,1.0,6.28,1.0,,,,,person
embarrassment,embarrassment,4.84,Noun,13,11,4,embarrassment,6.28,1.0,6.28,1.0,,,,,emotion
engine,engine,31.88,Noun,6,5,2,engine,6.28,1.0,6.28,1.0,,,,6.54,device
fence,fence,16.06,Noun,5,4,1,fence,6.28,1.0,6.28,1.0,8.69,,5.14,,structure
forest,forest,18.88,Noun,6,6,2,forest,6.28,1.0,6.28,1.0,,6.03,,5.68,group
glow,glow,5.75,Noun,4,3,1,glow,6.28,1.0,6.28,1.0,,6.5,6.13,,attribute
handcuff,handcuff,1.02,Verb,8,7,2,handcuff,6.28,1.0,6.28,1.0,,,,,contact
imagination,imagination,17.35,Noun,11,10,5,imagination,6.28,1.0,6.28,1.0,,8.13,,,cognition
opening,opening,38.43,Noun,7,6,3,opening,6.28,1.0,6.28,1.0,7.51,6.77,,,location_other
shovel,shovel,6.84,Noun,6,5,2,shovel,6.28,1.0,6.28,1.0,,,,5.81,hand_tool
slimy,slimy,3.12,Adjective,5,5,2,slimy,6.28,1.0,6.28,1.0,,,,,quality
subtraction,subtraction,0.2,Noun,11,10,3,subtraction,6.28,1.0,6.28,1.0,,,,,event_other
timer,timer,6.25,Noun,5,4,2,timer,6.28,1.0,6.28,1.0,,,,,person
trumpet,trumpet,4.12,Noun,7,7,2,trumpet,6.28,1.0,6.28,1.0,,,,7.11,musical_instrument
truthful,truthful,2.14,Adjective,8,7,2,truthful,6.28,1.0,6.28,1.0,6.43,,,,quality
twig,twig,1.35,Noun,4,4,1,twig,6.28,1.0,6.28,1.0,,,5.86,,plant_other
unthankful,unthankful,0.02,Adjective,10,9,3,unthankful,6.28,0.95,6.28,0.95,,,,,quality
faucet,faucet,1.43,Noun,6,5,2,faucet,6.29,1.0,6.29,1.0,,12.56,,7.34,device
fistful,fistful,0.59,Noun,7,7,2,fistful,6.29,0.94,6.29,0.94,,,,,quantity
haircutting,haircutting,0.02,Noun,11,8,3,haircutting,6.29,1.0,6.29,1.0,,,,,unknown
pigtailed,pigtailed,0.04,Adjective,9,7,2,pigtailed,6.29,0.89,6.29,0.89,,,,,adj_other
prickly,prickly,0.57,Adjective,7,6,2,prickly,6.29,0.94,6.29,0.94,,,,,quality
chuckle,chuckle,1.59,Noun,7,5,2,chuckle,6.3,1.0,6.3,1.0,6.5,,,7.65,communication_other
flavor,flavour,5.0,Noun,6,5,2,flavor,6.3,1.0,6.3,1.0,,,,6.0,attribute
handle,handle,108.41,Verb,6,6,2,handle,6.3,1.0,6.3,1.0,,6.18,,6.4,communication
limit,limit,13.02,Noun,5,5,2,limit,6.3,1.0,6.3,1.0,,7.52,,7.88,quantity
pavement,pavement,2.02,Noun,8,7,2,pavement,6.3,1.0,6.3,1.0,,,,,artifact_other
record,record,85.59,Noun,6,6,2,record,6.3,1.0,6.3,1.0,9.25,6.54,,7.88,communication_other
rib,rib,5.9,Noun,3,3,1,rib,6.3,1.0,6.3,1.0,,,6.81,,device
spoil,spoil,11.63,Verb,5,4,1,spoil,6.3,1.0,6.3,1.0,5.94,,7.42,,social
stormy,stormy,1.45,Adjective,6,6,2,stormy,6.3,1.0,6.3,1.0,,,,,quality
anyway,anyway,238.51,Adverb,6,5,3,anyway,6.31,1.0,6.31,1.0,5.53,,,,Adverb
bop,bop,1.84,Verb,3,3,1,bop,6.31,0.84,6.31,0.84,,,,,contact
someday,someday,33.84,Adverb,7,5,2,someday,6.32,1.0,6.32,1.0,,,,,Adverb
ax,axe,4.33,Noun,2,3,1,ax,6.32,1.0,6.32,1.0,,,6.13,,tool
beyond,beyond,43.14,Preposition,6,5,2,beyond,6.32,1.0,6.32,1.0,6.81,,,7.65,Preposition
drove,drove,28.86,Verb,5,4,1,drove,6.32,1.0,6.32,1.0,,8.09,7.49,,motion
quarters,quarters,16.16,Noun,8,7,2,quarters,6.32,1.0,6.32,1.0,,,,,structure
quickly,quickly,56.49,Adverb,7,6,2,quickly,6.32,1.0,6.32,1.0,5.3,,,,Adverb
rollerskate,rollerskate,,,11,8,3,rollerskate,6.32,1.0,6.32,1.0,,,,,
slowly,slowly,25.08,Adverb,6,5,2,slowly,6.32,1.0,6.32,1.0,5.3,,,,Adverb
swan,swan,6.82,Name,4,4,1,swan,6.32,1.0,6.32,1.0,5.48,,5.54,,Name
whistling,whistling,5.12,Noun,9,6,2,whistling,6.32,1.0,6.32,1.0,,,,,communication_other
yea,yea,6.88,Interjection,3,2,1,yea,6.32,1.0,6.32,1.0,,,5.93,,Interjection
bratty,bratty,0.12,Adjective,6,5,2,bratty,6.32,1.0,6.32,1.0,,,,,quality
finish,finish,98.92,Verb,6,5,2,finish,6.32,1.0,6.32,1.0,,6.09,,5.87,change
flamingo,flamingo,1.18,Noun,8,8,3,flamingo,6.32,1.0,6.32,1.0,,,,,bird
haystack,haystack,1.37,Noun,8,6,2,haystack,6.32,1.0,6.32,1.0,,,,,group
jeep,jeep,10.27,Noun,4,3,1,jeep,6.32,1.0,6.32,1.0,,8.22,,,vehicle
message,message,91.51,Noun,7,5,2,message,6.32,1.0,6.32,1.0,,,,7.57,communication_other
milky,milky,1.86,Adjective,5,5,2,milky,6.32,1.0,6.32,1.0,,,,,quality
peace,peace,69.61,Noun,5,3,1,peace,6.32,1.0,6.32,1.0,6.97,7.07,6.58,,attribute
pilot,pilot,26.67,Noun,5,5,2,pilot,6.32,1.0,6.32,1.0,7.66,,,6.2,person
rich,rich,80.39,Adjective,4,3,1,rich,6.32,1.0,6.32,1.0,,,5.99,,quality
stage,stage,45.57,Noun,5,4,1,stage,6.32,1.0,6.32,1.0,,,7.49,,time_period
starving,starving,16.96,Adjective,8,7,2,starving,6.32,1.0,6.32,1.0,,,,,quality
supper,supper,19.37,Noun,6,4,2,supper,6.32,1.0,6.32,1.0,,5.15,,5.31,food_other
tale,tale,12.0,Noun,4,3,1,tale,6.32,1.0,6.32,1.0,5.02,5.77,5.99,,communication_other
tangle,tangle,1.04,Verb,6,6,2,tangle,6.32,1.0,6.32,1.0,,,,7.19,stative
title,title,18.57,Noun,5,5,2,title,6.32,1.0,6.32,1.0,,7.51,,6.26,relation
washer,washer,2.04,Noun,6,4,2,washer,6.32,1.0,6.32,1.0,,,,,person
watcher,watcher,1.0,Noun,7,4,2,watcher,6.32,1.0,6.32,1.0,,,,,person
wheelie,wheelie,0.22,Noun,7,4,2,wheelie,6.32,1.0,6.32,1.0,,,,,unknown
bullfrog,bullfrog,0.51,Noun,8,7,2,bullfrog,6.33,1.0,6.33,1.0,,,,,animal_other
childish,childish,4.9,Adjective,8,6,2,childish,6.33,1.0,6.33,1.0,,,,,quality
confuse,confuse,4.76,Verb,7,7,2,confuse,6.33,1.0,6.33,1.0,8.15,7.6,,7.88,cognition_action
crack,crack,32.84,Noun,5,4,1,crack,6.33,1.0,6.33,1.0,5.64,,5.89,,artifact_other
crooked,crooked,5.69,Adjective,7,6,2,crooked,6.33,1.0,6.33,1.0,,,,8.53,quality
dishrag,dishrag,0.1,Noun,7,6,2,dishrag,6.33,1.0,6.33,1.0,,,,,fabric
excuse,excuse,368.1,Verb,6,7,2,excuse,6.33,1.0,6.33,1.0,,7.15,,6.33,communication
expensive,expensive,27.94,Adjective,9,9,3,expensive,6.33,1.0,6.33,1.0,,,,,quality
eyeglass,eyeglass,0.06,Noun,8,5,2,eyeglass,6.33,1.0,6.33,1.0,,,,,device
eyelid,eyelid,0.33,Noun,6,4,2,eyelid,6.33,1.0,6.33,1.0,,,,,body_part
frosty,frosty,2.37,Adjective,6,6,2,frosty,6.33,1.0,6.33,1.0,,,,,quality
grassy,grassy,0.63,Adjective,6,5,2,grassy,6.33,1.0,6.33,1.0,,,,,quality
headband,headband,0.41,Noun,8,7,2,headband,6.33,1.0,6.33,1.0,,,,,artifact_other
hiss,hiss,0.92,Verb,4,3,1,hiss,6.33,1.0,6.33,1.0,6.01,,5.47,,communication
kissy,kissy,0.39,Noun,5,4,2,kissy,6.33,0.9,6.33,0.9,,,,,unknown
likely,likely,25.76,Adjective,6,5,2,likely,6.33,1.0,6.33,1.0,6.81,,,,quality
miss,miss,467.65,Noun,4,3,1,miss,6.33,1.0,6.33,1.0,,,4.86,,person
organize,organise,4.31,Verb,8,7,3,organize,6.33,1.0,6.33,1.0,,,,,social
outlaw,outlaw,2.92,Noun,6,4,2,outlaw,6.33,1.0,6.33,1.0,,,,,person
pasture,pasture,1.53,Noun,7,5,2,pasture,6.33,1.0,6.33,1.0,,7.71,,7.8,food_other
petal,petal,0.88,Noun,5,5,2,petal,6.33,1.0,6.33,1.0,,,,6.33,plant_other
recess,recess,3.49,Noun,6,5,2,recess,6.33,1.0,6.33,1.0,,,,5.25,body_of_water
sandpaper,sandpaper,0.43,Noun,9,8,3,sandpaper,6.33,1.0,6.33,1.0,,,,,material
schoolchild,schoolchild,0.04,Noun,11,8,2,schoolchild,6.33,1.0,6.33,1.0,,,,,person
skull,skull,14.71,Noun,5,4,1,skull,6.33,1.0,6.33,1.0,,8.41,6.72,,body_part
stamp,stamp,5.92,Noun,5,5,1,stamp,6.33,1.0,6.33,1.0,5.07,,6.23,,attribute
stepmother,stepmother,4.24,Noun,10,8,3,stepmother,6.33,1.0,6.33,1.0,8.65,,,,person
tower,tower,22.84,Noun,5,3,2,tower,6.33,1.0,6.33,1.0,,7.09,,6.26,structure
ugliness,ugliness,1.24,Noun,8,7,3,ugliness,6.33,1.0,6.33,1.0,,,,,attribute
carve,carve,3.1,Verb,5,4,1,carve,6.35,0.94,6.35,0.94,6.62,,7.84,,contact
cloverleaf,cloverleaf,0.2,Noun,10,8,3,cloverleaf,6.35,0.94,6.35,0.94,,,,,location_other
crybaby,crybaby,1.31,Noun,7,7,3,crybaby,6.35,0.94,6.35,0.94,,,,,person
glittering,glittering,0.31,Adjective,10,7,3,glittering,6.35,1.0,6.35,1.0,,,,,quality
kill,kill,452.57,Verb,4,3,1,kill,6.35,1.0,6.35,1.0,6.04,5.01,5.96,,contact
missy,missy,8.1,Noun,5,4,2,missy,6.35,0.94,6.35,0.94,,,,,person
paintbox,paintbox,0.1,Noun,8,8,2,paintbox,6.35,0.89,6.35,0.89,,,,,container
porridge,porridge,0.82,Noun,8,5,2,porridge,6.35,1.0,6.35,1.0,,,,9.4,food_other
tomboy,tomboy,0.29,Noun,6,5,2,tomboy,6.35,1.0,6.35,1.0,,,,,person
volume,volume,6.94,Noun,6,6,2,volume,6.35,1.0,6.35,1.0,,9.13,,6.68,quantity
washrag,washrag,0.02,Noun,7,6,2,washrag,6.35,1.0,6.35,1.0,,,,,artifact_other
electric,electric,17.14,Adjective,8,8,3,electric,6.36,1.0,6.36,1.0,,,,,relational_adj
board,board,64.16,Noun,5,4,1,board,6.37,1.0,6.37,1.0,,6.07,6.33,,artifact_other
briefcase,briefcase,8.59,Noun,9,7,2,briefcase,6.37,1.0,6.37,1.0,,,,,container
carpeting,carpeting,0.57,Noun,9,8,3,carpeting,6.37,1.0,6.37,1.0,,,,,artifact_other
cassette,cassette,1.82,Noun,8,5,2,cassette,6.37,1.0,6.37,1.0,,,,8.45,container
dice,dice,10.45,Noun,4,3,1,dice,6.37,1.0,6.37,1.0,10.11,,6.67,,artifact_other
dishwashing,dishwashing,0.33,Adjective,11,8,3,dishwashing,6.37,1.0,6.37,1.0,,,,,adj_other
emotion,emotion,8.29,Noun,7,6,3,emotion,6.37,1.0,6.37,1.0,,9.71,,,emotion
fatty,fatty,5.1,Noun,5,4,2,fatty,6.37,1.0,6.37,1.0,,,,,person
goodie,goodie,0.49,Noun,6,4,2,goodie,6.37,1.0,6.37,1.0,,,,,unknown
grammar,grammar,2.39,Noun,7,5,2,grammar,6.37,1.0,6.37,1.0,,,,7.41,cognition
greeting,greeting,3.22,Noun,8,6,2,greeting,6.37,1.0,6.37,1.0,,,,,communication_other
kneecap,kneecap,0.57,Noun,7,5,2,kneecap,6.37,1.0,6.37,1.0,,,,,body_part
milkman,milkman,0.94,Noun,7,7,2,milkman,6.37,1.0,6.37,1.0,4.68,,,,person
mouthful,mouthful,1.69,Noun,8,6,2,mouthful,6.37,1.0,6.37,1.0,,,,,quantity
nephew,nephew,16.59,Noun,6,5,2,nephew,6.37,1.0,6.37,1.0,,,,6.61,person
notebook,notebook,4.61,Noun,8,6,2,notebook,6.37,1.0,6.37,1.0,,,,,artifact_other
policewoman,policewoman,0.45,Noun,11,10,4,policewoman,6.37,1.0,6.37,1.0,,,,,person
rider,rider,7.71,Noun,5,4,2,rider,6.37,1.0,6.37,1.0,,,,,person
schooling,schooling,1.43,Noun,9,6,2,schooling,6.37,1.0,6.37,1.0,,,,,event_other
shade,shade,5.96,Noun,5,3,1,shade,6.37,1.0,6.37,1.0,,5.96,6.94,,attribute
sir,sir,964.47,Noun,3,2,1,sir,6.37,1.0,6.37,1.0,,,5.39,,person
tadpole,tadpole,0.59,Noun,7,6,2,tadpole,6.37,1.0,6.37,1.0,,,,,animal_other
trailer,trailer,11.35,Noun,7,5,2,trailer,6.37,1.0,6.37,1.0,,8.11,,7.96,person
visitor,visitor,8.75,Noun,7,6,3,visitor,6.37,1.0,6.37,1.0,,6.3,,,person
even,even,875.92,Adverb,4,4,2,even,6.37,1.0,6.37,1.0,6.32,,,5.93,Adverb
plus,plus,47.04,Preposition,4,4,1,plus,6.37,1.0,6.37,1.0,5.84,,5.2,,Preposition
recordplayer,record player,,,12,10,4,recordplayer,6.37,1.0,6.37,1.0,,,,,
sometimes,sometimes,179.0,Adverb,9,7,2,sometimes,6.37,1.0,6.37,1.0,5.48,,,,Adverb
whenever,whenever,35.1,Adverb,8,6,3,whenever,6.37,1.0,6.37,1.0,7.41,,,,Adverb
invitation,invitation,14.88,Noun,10,9,4,invitation,6.38,1.0,6.38,1.0,,7.24,,,event_other
robe,robe,8.49,Noun,4,3,1,robe,6.38,1.0,6.38,1.0,,7.2,6.58,,clothing
shelve,shelve,0.2,Verb,6,4,1,shelve,6.38,1.0,6.38,1.0,,,6.67,,stative
snug,snug,1.43,Adjective,4,4,1,snug,6.38,0.89,6.38,0.89,,,7.01,,quality
throwaway,throwaway,0.18,Noun,9,6,3,throwaway,6.38,1.0,6.38,1.0,,,,,communication_other
alarm,alarm,29.84,Noun,5,5,2,alarm,6.39,1.0,6.39,1.0,5.87,,,6.0,device
antler,antler,0.29,Noun,6,5,2,antler,6.39,1.0,6.39,1.0,,,,,body_part
attach,attach,2.47,Verb,6,4,2,attach,6.39,1.0,6.39,1.0,,,,7.34,contact
breezy,breezy,0.78,Adjective,6,5,2,breezy,6.39,0.95,6.39,0.95,,,,,quality
cabin,cabin,19.65,Noun,5,5,2,cabin,6.39,1.0,6.39,1.0,,,,6.82,room
cannonball,cannonball,1.43,Noun,10,8,3,cannonball,6.39,1.0,6.39,1.0,,,,,weapon
capture,capture,10.59,Verb,7,5,2,capture,6.39,1.0,6.39,1.0,,7.34,,8.37,contact
chewable,chewable,0.08,Adjective,8,6,3,chewable,6.39,1.0,6.39,1.0,,,,,quality
chilly,chilly,4.31,Adjective,6,4,2,chilly,6.39,1.0,6.39,1.0,,,,,quality
cigarette,cigarette,26.61,Noun,9,6,3,cigarette,6.39,1.0,6.39,1.0,4.99,,,,material
crispy,crispy,2.27,Adjective,6,6,2,crispy,6.39,1.0,6.39,1.0,,,,,quality
crummy,crummy,3.35,Adjective,6,5,2,crummy,6.39,1.0,6.39,1.0,,,,,quality
cupboard,cupboard,2.49,Noun,8,5,2,cupboard,6.39,1.0,6.39,1.0,,,,,structure
curl,curl,2.35,Verb,4,3,1,curl,6.39,1.0,6.39,1.0,5.89,,5.79,,change
dishwater,dishwater,0.22,Noun,9,7,3,dishwater,6.39,1.0,6.39,1.0,,,,,material
earwax,earwax,0.18,Noun,6,6,2,earwax,6.39,1.0,6.39,1.0,,,,,material
firefly,firefly,0.55,Noun,7,6,3,firefly,6.39,1.0,6.39,1.0,,,,,insect
greasy,greasy,3.9,Adjective,6,5,2,greasy,6.39,1.0,6.39,1.0,,,,,quality
hairdo,hairdo,1.29,Noun,6,5,2,hairdo,6.39,1.0,6.39,1.0,,,,7.26,body_part
halo,halo,1.61,Noun,4,4,2,halo,6.39,1.0,6.39,1.0,,,,8.62,attribute
hen,hen,3.2,Noun,3,3,1,hen,6.39,1.0,6.39,1.0,,4.56,4.8,,bird
juggle,juggle,1.45,Verb,6,5,2,juggle,6.39,1.0,6.39,1.0,,6.66,,6.89,social
kicker,kicker,1.06,Noun,6,4,2,kicker,6.39,1.0,6.39,1.0,,,,,person
lazy,lazy,11.59,Adjective,4,4,2,lazy,6.39,1.0,6.39,1.0,,6.01,,6.47,quality
littleness,littleness,0.08,Noun,10,8,3,littleness,6.39,0.95,6.39,0.95,,,,,attribute
mister,mister,45.61,Noun,6,5,2,mister,6.39,1.0,6.39,1.0,,,,6.26,relation
notepaper,notepaper,0.04,Noun,9,7,3,notepaper,6.39,1.0,6.39,1.0,,,,,material
snowsuit,snowsuit,0.12,Noun,8,6,2,snowsuit,6.39,1.0,6.39,1.0,,,,,clothing
songbook,songbook,0.06,Noun,8,6,2,songbook,6.39,1.0,6.39,1.0,,,,,artifact_other
state,state,107.84,Noun,5,4,1,state,6.39,1.0,6.39,1.0,8.69,,6.13,,attribute
unfriendliness,unfriendliness,0.02,Noun,14,12,4,unfriendliness,6.39,1.0,6.39,1.0,,,,,emotion
unwanted,unwanted,1.37,Adjective,8,8,3,unwanted,6.39,1.0,6.39,1.0,,,,,quality
useful,useful,13.12,Adjective,6,6,2,useful,6.39,1.0,6.39,1.0,,6.83,,,quality
violence,violence,23.0,Noun,8,7,3,violence,6.39,1.0,6.39,1.0,8.15,,,,event_other
wand,wand,3.08,Noun,4,4,1,wand,6.39,1.0,6.39,1.0,,5.56,6.65,,artifact_other
wee,wee,8.51,Adjective,3,2,1,wee,6.39,0.95,6.39,0.95,,,5.93,,quality
chill,chill,16.24,Noun,5,3,1,chill,6.4,1.0,6.4,1.0,6.88,,7.01,,emotion
cornbread,cornbread,0.9,Noun,9,8,2,cornbread,6.4,1.0,6.4,1.0,,,,,food_other
cupful,cupful,0.02,Adjective,6,6,2,cupful,6.4,1.0,6.4,1.0,,,,,adj_other
handwritten,handwritten,0.33,Verb,11,9,3,handwritten,6.4,1.0,6.4,1.0,,,,,verb_other
memory,memory,48.57,Noun,6,5,3,memory,6.4,1.0,6.4,1.0,7.12,,,,cognition
note,note,53.55,Noun,4,3,1,note,6.4,1.0,6.4,1.0,5.97,5.98,5.89,,attribute
press,press,60.2,Noun,5,4,1,press,6.4,1.0,6.4,1.0,,,6.33,,furniture
splat,splat,0.84,Verb,5,5,1,splat,6.4,1.0,6.4,1.0,,,,,perception
stab,stab,8.76,Verb,4,4,1,stab,6.4,1.0,6.4,1.0,,,6.94,,contact
scouts,scouts,5.47,Noun,6,5,1,scouts,6.41,1.0,6.41,1.0,,,,,person
someplace,someplace,31.59,Adverb,9,7,2,someplace,6.41,1.0,6.41,1.0,,,,,Adverb
rooster,rooster,3.86,Noun,7,5,2,rooster,6.41,0.94,6.41,0.94,,,,5.56,bird
act,act,109.12,Verb,3,3,1,act,6.42,1.0,6.42,1.0,5.46,6.45,5.89,,body_action
base,base,35.37,Noun,4,3,1,base,6.42,1.0,6.42,1.0,,7.39,5.96,,device
buckle,buckle,5.04,Verb,6,5,2,buckle,6.42,1.0,6.42,1.0,,,,6.82,change
chapter,chapter,11.84,Noun,7,5,2,chapter,6.42,1.0,6.42,1.0,,,,6.26,time_period
churchyard,churchyard,0.31,Noun,10,7,2,churchyard,6.42,1.0,6.42,1.0,,,,,location_other
copycat,copycat,0.86,Noun,7,7,3,copycat,6.42,1.0,6.42,1.0,,,,,person
cornfield,cornfield,0.71,Noun,9,8,2,cornfield,6.42,1.0,6.42,1.0,,,,,location_other
gardening,gardening,2.41,Noun,9,8,3,gardening,6.42,1.0,6.42,1.0,,,,,event_other
handful,handful,5.71,Noun,7,7,2,handful,6.42,1.0,6.42,1.0,,7.11,,,quantity
hateful,hateful,2.0,Adjective,7,6,2,hateful,6.42,1.0,6.42,1.0,,,,,quality
history,history,83.92,Noun,7,6,3,history,6.42,1.0,6.42,1.0,,7.39,,,attribute
infant,infant,4.22,Noun,6,6,2,infant,6.42,1.0,6.42,1.0,,7.56,,6.54,person
ostrich,ostrich,0.94,Noun,7,6,2,ostrich,6.42,0.95,6.42,0.95,7.86,,,6.61,person
paperclip,paperclip,0.04,Noun,9,8,3,paperclip,6.42,1.0,6.42,1.0,,,,,device
pitch,pitch,15.53,Noun,5,3,1,pitch,6.42,1.0,6.42,1.0,,8.22,6.65,,attribute
pitcher,pitcher,3.24,Noun,7,4,2,pitcher,6.42,1.0,6.42,1.0,,,,,person
powerful,powerful,35.12,Adjective,8,6,3,powerful,6.42,1.0,6.42,1.0,,,,,quality
saddle,saddle,7.82,Noun,6,5,2,saddle,6.42,1.0,6.42,1.0,,6.92,,7.04,meat
softball,softball,2.25,Noun,8,7,2,softball,6.42,1.0,6.42,1.0,,,,,artifact_other
strange,strange,86.43,Adjective,7,6,1,strange,6.42,1.0,6.42,1.0,,,6.87,,quality
thickness,thickness,0.51,Noun,9,6,2,thickness,6.42,1.0,6.42,1.0,,,,,attribute
thigh,thigh,3.75,Noun,5,2,1,thigh,6.42,1.0,6.42,1.0,,7.24,6.47,,body_part
trade,trade,35.2,Noun,5,4,1,trade,6.42,1.0,6.42,1.0,,,6.67,,event_other
tyrannosaur,tyrannosaur,0.04,Noun,11,9,4,tyrannosaur,6.42,1.0,6.42,1.0,,,,,reptile
unfrozen,unfrozen,0.18,Adjective,8,8,3,unfrozen,6.42,1.0,6.42,1.0,,,,,quality
waist,waist,5.14,Noun,5,4,1,waist,6.42,1.0,6.42,1.0,,6.56,6.87,,body_part
bill,bill,118.45,Name,4,3,1,bill,6.42,1.0,6.42,1.0,,8.09,7.77,,Name
downtown,downtown,21.92,Adverb,8,6,2,downtown,6.42,1.0,6.42,1.0,,,,7.19,Adverb
itself,itself,39.78,Pronoun,6,6,2,itself,6.42,1.0,6.42,1.0,5.82,,,7.49,Pronoun
such,such,291.22,Determiner,4,3,1,such,6.42,1.0,6.42,1.0,6.41,,6.3,,Determiner
these,these,904.0,Determiner,5,3,1,these,6.42,1.0,6.42,1.0,4.93,,5.06,,Determiner
trading,trading,5.98,Noun,7,6,2,trading,6.42,1.0,6.42,1.0,,,,,event_other
brick,brick,10.18,Noun,5,4,1,brick,6.43,1.0,6.43,1.0,,5.35,5.68,,artifact_other
coast,coast,26.69,Noun,5,4,1,coast,6.43,1.0,6.43,1.0,5.74,,7.5,,event_other
meatloaf,meatloaf,2.33,Noun,8,6,2,meatloaf,6.43,1.0,6.43,1.0,,,,,food_other
seating,seating,2.14,Noun,7,5,2,seating,6.43,1.0,6.43,1.0,,,,,relation
sunbeam,sunbeam,0.35,Noun,7,6,2,sunbeam,6.43,1.0,6.43,1.0,,,,,phenomenon
bank,bank,84.98,Noun,4,4,1,bank,6.44,1.0,6.44,1.0,,,6.13,,natural_elevation
caboose,caboose,0.59,Noun,7,5,2,caboose,6.44,1.0,6.44,1.0,,,,8.62,room
checkout,checkout,1.25,Noun,8,5,2,checkout,6.44,1.0,6.44,1.0,,,,,furniture
flagpole,flagpole,0.73,Noun,8,7,2,flagpole,6.44,1.0,6.44,1.0,,,,,device
lace,lace,3.71,Noun,4,3,1,lace,6.44,1.0,6.44,1.0,,6.33,7.35,,fabric
lava,lava,3.45,Noun,4,4,2,lava,6.44,1.0,6.44,1.0,,,,6.68,material
mushroom,mushroom,2.14,Noun,8,6,2,mushroom,6.44,1.0,6.44,1.0,,,,,plant_other
overflow,overflow,0.96,Noun,8,6,3,overflow,6.44,1.0,6.44,1.0,,,,,event_other
painful,painful,15.16,Adjective,7,6,2,painful,6.44,1.0,6.44,1.0,,5.5,,,quality
peelings,peelings,0.1,Noun,8,6,2,peelings,6.44,1.0,6.44,1.0,,,,,phenomenon
puff,puff,4.45,Noun,4,3,1,puff,6.44,1.0,6.44,1.0,,,7.08,,artifact_other
riverbank,riverbank,0.67,Noun,9,8,3,riverbank,6.44,0.95,6.44,0.95,,,,,object
sailor,sailor,12.39,Noun,6,4,2,sailor,6.44,1.0,6.44,1.0,5.69,,,,person
seashore,seashore,0.47,Noun,8,5,2,seashore,6.44,1.0,6.44,1.0,,,,,object
sharpener,sharpener,0.33,Noun,9,7,3,sharpener,6.44,1.0,6.44,1.0,,,,,artifact_other
spend,spend,93.27,Verb,5,5,1,spend,6.44,1.0,6.44,1.0,5.72,,6.58,,stative
suntan,suntan,0.98,Noun,6,6,2,suntan,6.44,0.95,6.44,0.95,,,,,attribute
trap,trap,23.84,Noun,4,4,1,trap,6.44,1.0,6.44,1.0,,6.01,5.93,,device
wildflower,wildflower,0.06,Noun,10,8,3,wildflower,6.44,1.0,6.44,1.0,,,,,plant_other
bookstore,bookstore,3.92,Noun,9,7,2,bookstore,6.45,1.0,6.45,1.0,,,,,structure
cranberry,cranberry,1.94,Noun,9,8,3,cranberry,6.45,1.0,6.45,1.0,,,,,fruit
deck,deck,23.76,Noun,4,3,1,deck,6.45,1.0,6.45,1.0,,6.98,6.06,,container
deputy,deputy,15.65,Noun,6,7,3,deputy,6.45,1.0,6.45,1.0,,8.6,,,person
footsteps,footsteps,6.31,Noun,9,8,2,footsteps,6.46,1.0,6.46,1.0,,,,,quantity
