Word,Alternative.spelling,Freq_pm,Dom_PoS_SUBTLEX,Nletters,Nphon,Nsyll,Lemma_highest_PoS,AoA_Kup,Perc_known,AoA_Kup_lem,Perc_known_lem,AoA_Bird_lem,AoA_Bristol_lem,AoA_Cort_lem,AoA_Schock
plagiarize,plagiarise,0.04,Verb,10,7,3,plagiarize,12.24,1.00,12.24,1.00,,,,
profiler,profiler,0.98,Noun,8,7,3,profiler,12.24,0.94,12.24,0.94,,,,
rechristen,rechristen,0.02,Verb,10,8,3,rechristen,12.24,0.89,12.24,0.89,,,,
rehash,rehash,0.41,Verb,6,5,2,rehash,12.24,0.94,12.24,0.94,,,,
sandblaster,sandblaster,0.02,Noun,11,10,3,sandblaster,12.24,1.00,12.24,1.00,,,,
stiletto,stiletto,0.33,Noun,8,7,3,stiletto,12.24,0.94,12.24,0.94,,,,
successor,successor,1.67,Noun,9,7,3,successor,12.24,1.00,12.24,1.00,,,,
underwrite,underwrite,0.22,Verb,10,7,3,underwrite,12.24,0.89,12.24,0.89,,,,
unpromising,unpromising,0.06,Adjective,11,10,4,unpromising,12.24,1.00,12.24,1.00,,,,
wolfish,wolfish,0.04,Adjective,7,6,2,wolfish,12.24,0.81,12.24,0.81,,,,
accession,accession,0.12,Noun,9,7,3,accession,12.25,0.80,12.25,0.80,,,,
architectural,architectural,1.27,Adjective,13,11,5,architectural,12.25,1.00,12.25,1.00,,,,
atilt,atilt,#N/A,#N/A,5,5,2,atilt,12.25,0.19,12.25,0.19,,,,
baronial,baronial,0.06,Adjective,8,8,4,baronial,12.25,0.44,12.25,0.44,,,,
brownnose,brownnose,0.14,Noun,9,6,2,brownnose,12.25,0.89,12.25,0.89,,,,
carbonation,carbonation,0.10,Noun,11,10,4,carbonation,12.25,0.89,12.25,0.89,,,,
carcass,carcass,1.55,Noun,7,6,2,carcass,12.25,1.00,12.25,1.00,,,,10.90
celebrant,celebrant,0.06,Noun,9,9,3,celebrant,12.25,0.89,12.25,0.89,,,,
centralizer,centraliser,#N/A,#N/A,11,10,4,centralizer,12.25,0.60,12.25,0.60,,,,
choreographer,choreographer,1.04,Noun,13,10,5,choreographer,12.25,1.00,12.25,1.00,,,,
cohesive,cohesive,0.14,Adjective,8,7,3,cohesive,12.25,0.89,12.25,0.89,,,,
condone,condone,1.16,Verb,7,6,2,condone,12.25,1.00,12.25,1.00,,,,12.32
coveted,coveted,0.76,Adjective,7,7,3,coveted,12.25,1.00,12.25,1.00,,,,
debonair,debonair,0.33,Adjective,8,7,3,debonair,12.25,0.80,12.25,0.80,,,,
downtrodden,downtrodden,0.31,Noun,11,9,3,downtrodden,12.25,0.89,12.25,0.89,,,,
dunghill,dunghill,0.08,Noun,8,6,2,dunghill,12.25,0.84,12.25,0.84,,9.54,,
ensemble,ensemble,1.12,Noun,8,8,3,ensemble,12.25,1.00,12.25,1.00,,11.34,,
explicable,explicable,0.02,Adjective,10,11,4,explicable,12.25,0.89,12.25,0.89,,,,
expulsive,expulsive,0.02,Adjective,9,9,3,expulsive,12.25,0.84,12.25,0.84,,,,
feedlot,feedlot,0.10,Noun,7,6,2,feedlot,12.25,0.84,12.25,0.84,,,,
festiveness,festiveness,0.02,Noun,11,9,3,festiveness,12.25,0.89,12.25,0.89,,,,
folkloric,folkloric,0.02,Adjective,9,8,3,folkloric,12.25,0.84,12.25,0.84,,,,
foundling,foundling,0.18,Noun,9,7,2,foundling,12.25,0.80,12.25,0.80,,,,
furl,furl,0.12,Verb,4,3,1,furl,12.25,0.89,12.25,0.89,,,,
gaiety,gaiety,0.45,Noun,6,5,3,gaiety,12.25,0.84,12.25,0.84,,,,
gallantry,gallantry,0.61,Noun,9,8,3,gallantry,12.25,0.67,12.25,0.67,,,,
gramophone,gramophone,0.31,Noun,10,8,3,gramophone,12.25,0.67,12.25,0.67,,,,
gunnel,gunnel,0.10,Noun,6,5,2,gunnel,12.25,0.19,12.25,0.19,,,,
hoaxer,hoaxer,0.06,Noun,6,5,2,hoaxer,12.25,0.84,12.25,0.84,,,,
introspect,introspect,0.02,Verb,10,10,3,introspect,12.25,0.84,12.25,0.84,,,,
leaden,leaden,0.10,Adjective,6,5,2,leaden,12.25,0.63,12.25,0.63,,,,
mange,mange,0.22,Noun,5,4,1,mange,12.25,0.89,12.25,0.89,,,,
marketing,marketing,4.76,Noun,9,8,3,marketing,12.25,1.00,12.25,1.00,,,,
mica,mica,0.12,Noun,4,4,2,mica,12.25,0.63,12.25,0.63,,12.24,,
miserly,miserly,0.06,Adjective,7,6,3,miserly,12.25,0.89,12.25,0.89,,,,
mobilize,mobilise,1.02,Verb,8,7,3,mobilize,12.25,1.00,12.25,1.00,,,,
nubby,nubby,0.02,Adjective,5,4,2,nubby,12.25,0.63,12.25,0.63,,,,
oriel,oriel,#N/A,#N/A,5,4,2,oriel,12.25,0.42,12.25,0.42,,,,
pilaf,pilaf,0.20,Noun,5,5,2,pilaf,12.25,0.89,12.25,0.89,,,,
pornographic,pornographic,1.53,Adjective,12,11,4,pornographic,12.25,1.00,12.25,1.00,,,,
prattle,prattle,0.37,Noun,7,6,2,prattle,12.25,0.60,12.25,0.60,,,,
reconcilement,reconcilement,0.02,Noun,13,12,4,reconcilement,12.25,0.84,12.25,0.84,,,,
semester,semester,6.94,Noun,8,7,3,semester,12.25,1.00,12.25,1.00,,,,
shaman,shaman,2.51,Noun,6,5,2,shaman,12.25,0.89,12.25,0.89,,,,12.75
spokeswoman,spokeswoman,0.06,Noun,11,10,3,spokeswoman,12.25,1.00,12.25,1.00,,,,
storied,storied,0.08,Adjective,7,6,2,storied,12.25,0.84,12.25,0.84,,,,
terrazzo,terrazzo,0.04,Noun,8,6,3,terrazzo,12.25,0.22,12.25,0.22,,,,
thwack,thwack,0.04,Verb,6,4,1,thwack,12.25,0.89,12.25,0.89,,,,
uncertainty,uncertainty,1.35,Noun,11,9,4,uncertainty,12.25,1.00,12.25,1.00,,10.28,,
versatile,versatile,0.94,Adjective,9,7,3,versatile,12.25,1.00,12.25,1.00,,,,
wigwag,wigwag,#N/A,#N/A,6,6,2,wigwag,12.25,0.42,12.25,0.42,,,,
keister,keister,0.78,0.78,7,6,2,keister,12.25,0.75,12.25,0.75,,,,12.22
airbag,airbag,0.39,Noun,6,5,2,airbag,12.26,1.00,12.26,1.00,,,,
bodywork,bodywork,0.20,Noun,8,7,3,bodywork,12.26,1.00,12.26,1.00,,,,
cannibalism,cannibalism,0.57,Noun,11,11,5,cannibalism,12.26,0.95,12.26,0.95,,,,
caricature,caricature,0.29,Noun,10,8,4,caricature,12.26,0.90,12.26,0.90,,,,
consultant,consultant,3.67,Noun,10,10,3,consultant,12.26,1.00,12.26,1.00,,,,
creationism,creationism,0.31,Noun,11,11,5,creationism,12.26,1.00,12.26,1.00,,,,
crossbeam,crossbeam,0.04,Noun,9,7,2,crossbeam,12.26,1.00,12.26,1.00,,,,
cutback,cutback,0.33,Noun,7,6,2,cutback,12.26,1.00,12.26,1.00,,,,
daft,daft,1.33,Adjective,4,4,1,daft,12.26,0.95,12.26,0.95,,,12.86,
desecrate,desecrate,0.39,Verb,9,8,3,desecrate,12.26,1.00,12.26,1.00,,,,
exploit,exploit,2.45,Verb,7,7,2,exploit,12.26,1.00,12.26,1.00,,,,12.11
foregoing,foregoing,0.12,Adjective,9,7,3,foregoing,12.26,0.95,12.26,0.95,,,,
immunity,immunity,4.24,Noun,8,8,4,immunity,12.26,1.00,12.26,1.00,,11.55,,
impose,impose,2.84,Verb,6,5,2,impose,12.26,1.00,12.26,1.00,,10.87,,10.41
incest,incest,0.86,Noun,6,6,2,incest,12.26,1.00,12.26,1.00,,,,12.53
infantry,infantry,2.82,Noun,8,8,3,infantry,12.26,0.95,12.26,0.95,,9.39,,
invalidate,invalidate,0.35,Verb,10,9,4,invalidate,12.26,1.00,12.26,1.00,,,,
misbeliever,misbeliever,0.02,Verb,11,9,4,misbeliever,12.26,1.00,12.26,1.00,,,,
outmaneuver,outmanoeuvre,0.08,Verb,11,8,4,outmaneuver,12.26,0.90,12.26,0.90,,,,
ovary,ovary,0.51,Noun,5,4,3,ovary,12.26,1.00,12.26,1.00,,,,
oxygenate,oxygenate,0.08,Verb,9,9,4,oxygenate,12.26,1.00,12.26,1.00,,,,
pandemic,pandemic,0.10,Adjective,8,8,3,pandemic,12.26,1.00,12.26,1.00,,,,
perpetrate,perpetrate,0.08,Verb,10,8,3,perpetrate,12.26,0.95,12.26,0.95,,,,
perspire,perspire,0.22,Verb,8,6,2,perspire,12.26,1.00,12.26,1.00,,,,
philosophical,philosophical,1.59,Adjective,13,11,5,philosophical,12.26,1.00,12.26,1.00,,,,
premolar,premolar,0.02,Noun,8,7,3,premolar,12.26,1.00,12.26,1.00,,,,
prevailing,prevailing,0.55,Adjective,10,8,3,prevailing,12.26,0.95,12.26,0.95,,,,
proximity,proximity,1.65,Noun,9,10,4,proximity,12.26,0.95,12.26,0.95,11.36,,,
receptive,receptive,1.18,Adjective,9,8,3,receptive,12.26,1.00,12.26,1.00,,,,
regiment,regiment,4.84,Noun,8,8,3,regiment,12.26,1.00,12.26,1.00,,,,
reproachful,reproachful,0.06,Adjective,11,9,3,reproachful,12.26,1.00,12.26,1.00,,,,
ruthless,ruthless,4.14,Adjective,8,6,2,ruthless,12.26,1.00,12.26,1.00,,,,
shockproof,shockproof,0.02,Verb,10,7,2,shockproof,12.26,1.00,12.26,1.00,,,,
signage,signage,0.33,Noun,7,5,2,signage,12.26,1.00,12.26,1.00,,,,
spiritless,spiritless,0.02,Adjective,10,9,3,spiritless,12.26,1.00,12.26,1.00,,,,
stubbly,stubbly,0.04,Adjective,7,7,3,stubbly,12.26,0.95,12.26,0.95,,,,
subjective,subjective,1.12,Adjective,10,9,3,subjective,12.26,1.00,12.26,1.00,,,,
suffice,suffice,1.65,Verb,7,5,2,suffice,12.26,1.00,12.26,1.00,,,,12.53
sufficiency,sufficiency,0.08,Noun,11,9,4,sufficiency,12.26,1.00,12.26,1.00,,,,
taboo,taboo,1.22,Noun,5,4,2,taboo,12.26,1.00,12.26,1.00,,12.45,,11.49
treacherous,treacherous,2.18,Adjective,11,7,3,treacherous,12.26,1.00,12.26,1.00,,,,
understate,understate,0.10,Verb,10,8,3,understate,12.26,0.95,12.26,0.95,,,,
unfounded,unfounded,0.61,Adjective,9,8,3,unfounded,12.26,1.00,12.26,1.00,,,,
unscripted,unscripted,0.06,Adjective,10,10,3,unscripted,12.26,1.00,12.26,1.00,,,,
viciousness,viciousness,0.12,Noun,11,8,3,viciousness,12.26,1.00,12.26,1.00,,,,
breakwater,breakwater,0.10,Noun,10,8,3,breakwater,12.27,0.61,12.27,0.61,,,,
caster,caster,0.08,Noun,6,5,2,caster,12.27,0.83,12.27,0.83,,,,
cilantro,cilantro,0.47,Noun,8,8,3,cilantro,12.27,0.83,12.27,0.83,,,,
conical,conical,0.14,Adjective,7,7,3,conical,12.27,0.61,12.27,0.61,,,,
gaff,gaff,0.63,Noun,4,3,1,gaff,12.27,0.79,12.27,0.79,,,,
gumption,gumption,0.47,Noun,8,7,2,gumption,12.27,0.75,12.27,0.75,,,,
habanera,habanera,#N/A,#N/A,8,8,4,habanera,12.27,0.52,12.27,0.52,,,,
heliport,heliport,0.41,Noun,8,8,3,heliport,12.27,0.79,12.27,0.79,,,,
ingress,ingress,0.08,Noun,7,6,2,ingress,12.27,0.61,12.27,0.61,,,,
interstellar,interstellar,0.65,Adjective,12,9,4,interstellar,12.27,0.79,12.27,0.79,,,,
latrine,latrine,2.92,Noun,7,6,2,latrine,12.27,0.83,12.27,0.83,,,,12.75
liturgy,liturgy,0.02,Noun,7,6,3,liturgy,12.27,0.55,12.27,0.55,,,,
pall,pall,0.45,Noun,4,3,1,pall,12.27,0.58,12.27,0.58,,,12.52,
panpipe,panpipe,0.02,Noun,7,6,2,panpipe,12.27,0.79,12.27,0.79,,,,
peony,peony,0.04,Noun,5,5,3,peony,12.27,0.61,12.27,0.61,,,,
piratical,piratical,0.04,Adjective,9,9,4,piratical,12.27,0.58,12.27,0.58,,,,
placard,placard,0.12,Noun,7,6,2,placard,12.27,0.61,12.27,0.61,,,,
rudderless,rudderless,0.08,Adjective,10,7,3,rudderless,12.27,0.75,12.27,0.75,,,,
saltpan,saltpan,0.02,Noun,7,7,2,saltpan,12.27,0.79,12.27,0.79,,,,
speedball,speedball,0.06,Noun,9,7,2,speedball,12.27,0.83,12.27,0.83,,,,
spinney,spinney,0.04,Noun,7,5,2,spinney,12.27,0.58,12.27,0.58,,,,
spry,spry,0.63,Adjective,4,4,1,spry,12.27,0.58,12.27,0.58,,,12.07,
whippoorwill,whippoorwill,0.53,Noun,12,8,3,whippoorwill,12.27,0.55,12.27,0.55,,,,
wok,wok,0.75,Noun,3,3,1,wok,12.27,0.79,12.27,0.79,,,,
wonky,wonky,0.14,Adjective,5,5,2,wonky,12.27,0.83,12.27,0.83,,6.45,,
woodworm,woodworm,0.02,Noun,8,6,2,woodworm,12.27,0.83,12.27,0.83,,,,
additive,additive,0.22,Adjective,8,6,3,additive,12.28,1.00,12.28,1.00,,,,
affiliation,affiliation,0.49,Noun,11,9,5,affiliation,12.28,1.00,12.28,1.00,,,,
antagonize,antagonise,0.53,Verb,10,9,4,antagonize,12.28,1.00,12.28,1.00,,,,
asymmetric,asymmetric,0.04,Adjective,10,9,4,asymmetric,12.28,1.00,12.28,1.00,,,,
baroness,baroness,2.63,Noun,8,7,3,baroness,12.28,1.00,12.28,1.00,,,,
benchmark,benchmark,0.06,Noun,9,8,2,benchmark,12.28,1.00,12.28,1.00,,,,
blatant,blatant,1.14,Adjective,7,7,2,blatant,12.28,0.86,12.28,0.86,,,,12.64
chastened,chastened,0.02,Adjective,9,6,2,chastened,12.28,0.95,12.28,0.95,,,,
contemporary,contemporary,1.94,Adjective,12,11,5,contemporary,12.28,1.00,12.28,1.00,,,,
convoy,convoy,3.55,Noun,6,5,2,convoy,12.28,1.00,12.28,1.00,,11.07,,11.90
corruptible,corruptible,0.20,Adjective,11,9,4,corruptible,12.28,1.00,12.28,1.00,,,,
depressant,depressant,0.10,Noun,10,9,3,depressant,12.28,1.00,12.28,1.00,,,,
detain,detain,1.82,Verb,6,5,2,detain,12.28,0.95,12.28,0.95,,,,10.80
equine,equine,0.14,Adjective,6,5,2,equine,12.28,0.79,12.28,0.79,,13.58,,
evader,evader,0.02,Noun,6,5,3,evader,12.28,1.00,12.28,1.00,,,,
indignant,indignant,0.45,Adjective,9,9,3,indignant,12.28,0.86,12.28,0.86,,,,
intentioned,intentioned,0.04,Adjective,11,9,3,intentioned,12.28,0.90,12.28,0.90,,,,
irretrievable,irretrievable,0.06,Adjective,13,11,5,irretrievable,12.28,1.00,12.28,1.00,,,,
jilt,jilt,0.04,Verb,4,4,1,jilt,12.28,0.95,12.28,0.95,,,,
lowdown,lowdown,1.08,Noun,7,5,2,lowdown,12.28,1.00,12.28,1.00,,,,
manned,manned,1.29,Adjective,6,4,1,manned,12.28,0.90,12.28,0.90,,,,
manslaughter,manslaughter,2.75,Noun,12,8,3,manslaughter,12.28,1.00,12.28,1.00,,,,
metabolize,metabolise,0.24,Verb,10,9,4,metabolize,12.28,1.00,12.28,1.00,,,,
minesweeping,minesweeping,0.02,Verb,12,9,3,minesweeping,12.28,0.95,12.28,0.95,,,,
naysayer,naysayer,0.06,Noun,8,5,3,naysayer,12.28,0.95,12.28,0.95,,,,
obsolete,obsolete,1.92,Adjective,8,7,3,obsolete,12.28,0.95,12.28,0.95,,,,
petrol,petrol,1.57,Noun,6,6,2,petrol,12.28,0.90,12.28,0.90,,7.09,,12.01
platinum,platinum,2.41,Noun,8,7,2,platinum,12.28,0.95,12.28,0.95,,,,
preliminary,preliminary,4.78,Adjective,11,11,5,preliminary,12.28,1.00,12.28,1.00,,,,
preserver,preserver,0.27,Noun,9,7,3,preserver,12.28,1.00,12.28,1.00,,,,
professionalism,professionalism,0.67,Noun,15,14,6,professionalism,12.28,1.00,12.28,1.00,,,,
reconfirm,reconfirm,0.10,Verb,9,8,3,reconfirm,12.28,1.00,12.28,1.00,,,,
saunter,saunter,0.16,Verb,7,5,2,saunter,12.28,0.90,12.28,0.90,,,,
seductress,seductress,0.10,Noun,10,9,3,seductress,12.28,0.95,12.28,0.95,,,,
siege,siege,2.31,Noun,5,3,1,siege,12.28,1.00,12.28,1.00,,9.92,11.56,
sweathouse,sweathouse,0.02,Noun,10,7,2,sweathouse,12.28,1.00,12.28,1.00,,,,
tactless,tactless,0.27,Adjective,8,7,2,tactless,12.28,1.00,12.28,1.00,,,,
unanticipated,unanticipated,0.10,Adjective,13,13,6,unanticipated,12.28,1.00,12.28,1.00,,,,
unequipped,unequipped,0.04,Adjective,10,8,3,unequipped,12.28,1.00,12.28,1.00,,,,
unheeded,unheeded,0.12,Adjective,8,7,3,unheeded,12.28,0.95,12.28,0.95,,,,
unlink,unlink,0.02,Verb,6,6,2,unlink,12.28,1.00,12.28,1.00,,,,
unprovoked,unprovoked,0.47,Adjective,10,9,3,unprovoked,12.28,1.00,12.28,1.00,,,,
unredeemable,unredeemable,0.04,Adjective,12,11,5,unredeemable,12.28,1.00,12.28,1.00,,,,
worldview,worldview,0.10,Noun,9,7,2,worldview,12.28,0.95,12.28,0.95,,,,
nil,nil,0.45,Pronoun,3,3,1,nil,12.29,0.90,12.29,0.90,,,12.70,
shipwright,shipwright,0.00,#N/A,10,6,2,shipwright,12.29,0.70,12.29,0.70,11.31,,,
thrice,thrice,0.51,Adverb,6,4,1,thrice,12.29,0.95,12.29,0.95,,,11.34,
versify,versify,#N/A,#N/A,7,6,3,versify,12.29,0.57,12.29,0.57,12.68,,,
artiste,artiste,0.59,Noun,7,6,2,artiste,12.29,0.89,12.29,0.89,,,,
baseness,baseness,0.04,Noun,8,6,2,baseness,12.29,0.67,12.29,0.67,,,,
candidacy,candidacy,0.63,Noun,9,9,4,candidacy,12.29,0.94,12.29,0.94,,,,
carnal,carnal,1.20,Adjective,6,6,2,carnal,12.29,0.94,12.29,0.94,,,,12.01
cassis,cassis,0.08,Noun,6,5,2,cassis,12.29,0.39,12.29,0.39,,,,
centerboard,centreboard,0.14,Noun,11,9,3,centerboard,12.29,0.70,12.29,0.70,,,,
changeling,changeling,0.22,Noun,10,7,2,changeling,12.29,0.94,12.29,0.94,,,,
cockamamie,cockamamie,0.65,Noun,10,8,4,cockamamie,12.29,0.94,12.29,0.94,,,,
computational,computational,0.02,Adjective,13,13,5,computational,12.29,0.89,12.29,0.89,,,,
conservatism,conservatism,0.02,Noun,12,12,5,conservatism,12.29,0.89,12.29,0.89,,,,
debtor,debtor,0.31,Noun,6,4,2,debtor,12.29,0.94,12.29,0.94,,,,
decongestant,decongestant,0.02,Noun,12,12,4,decongestant,12.29,0.94,12.29,0.94,,,,
deployment,deployment,1.25,Noun,10,9,3,deployment,12.29,0.94,12.29,0.94,,,,
depressurize,depressurize,0.04,Verb,12,9,4,depressurize,12.29,0.89,12.29,0.89,,,,
desegregation,desegregation,0.04,Noun,13,12,5,desegregation,12.29,0.85,12.29,0.85,,,,
doer,doer,0.41,Noun,4,3,1,doer,12.29,0.74,12.29,0.74,,,,
edgeways,edgeways,0.06,Noun,8,5,2,edgeways,12.29,0.89,12.29,0.89,,,,
enshrine,enshrine,0.04,Noun,8,6,2,enshrine,12.29,0.78,12.29,0.78,,,,
firebrand,firebrand,0.02,Noun,9,8,3,firebrand,12.29,0.78,12.29,0.78,,,,
flay,flay,0.16,Verb,4,3,1,flay,12.29,0.94,12.29,0.94,,,,
foreboding,foreboding,0.45,Noun,10,8,3,foreboding,12.29,0.94,12.29,0.94,,,,
garbled,garbled,0.90,Adjective,7,7,2,garbled,12.29,0.94,12.29,0.94,,,,
hatchway,hatchway,0.08,Noun,8,5,2,hatchway,12.29,0.78,12.29,0.78,,,,
hernia,hernia,1.78,Noun,6,5,3,hernia,12.29,0.99,12.29,0.99,,13.64,,
hovel,hovel,0.49,Noun,5,5,2,hovel,12.29,0.89,12.29,0.89,,,,
laundering,laundering,1.37,Noun,10,7,3,laundering,12.29,0.94,12.29,0.94,,,,
loathsomeness,loathsomeness,0.02,Noun,13,9,3,loathsomeness,12.29,0.85,12.29,0.85,,,,
malarkey,malarkey,0.45,Noun,8,7,3,malarkey,12.29,0.74,12.29,0.74,,,,
mammary,mammary,0.18,Adjective,7,5,3,mammary,12.29,0.89,12.29,0.89,,,,
motivational,motivational,0.65,Adjective,12,11,5,motivational,12.29,0.95,12.29,0.95,,,,
opacity,opacity,0.02,Noun,7,7,4,opacity,12.29,0.78,12.29,0.78,,,,
ovum,ovum,0.14,Noun,4,4,2,ovum,12.29,0.89,12.29,0.89,,,,
oxtail,oxtail,0.02,Noun,6,6,2,oxtail,12.29,0.94,12.29,0.94,,,,
patroness,patroness,0.08,Noun,9,8,3,patroness,12.29,0.74,12.29,0.74,,,,
poppet,poppet,0.33,Noun,6,5,2,poppet,12.29,0.78,12.29,0.78,,,,
pussyfoot,pussyfoot,0.14,Noun,9,7,3,pussyfoot,12.29,0.89,12.29,0.89,,,,
retransmit,retransmit,0.02,Verb,10,10,3,retransmit,12.29,0.78,12.29,0.78,,,,
serration,serration,0.04,Noun,9,7,3,serration,12.29,0.78,12.29,0.78,,,,
slapstick,slapstick,0.24,Noun,9,8,2,slapstick,12.29,0.89,12.29,0.89,,,,
statehood,statehood,0.31,Noun,9,7,2,statehood,12.29,0.78,12.29,0.78,,,,
tanbark,tanbark,0.02,Noun,7,7,2,tanbark,12.29,0.37,12.29,0.37,,,,
unseemliness,unseemliness,0.02,Noun,12,10,4,unseemliness,12.29,0.89,12.29,0.89,,,,
vanquisher,vanquisher,0.02,Noun,10,9,3,vanquisher,12.29,0.78,12.29,0.78,,,,
zealot,zealot,0.20,Noun,6,5,2,zealot,12.29,0.78,12.29,0.78,,,,
accumulate,accumulate,0.57,Verb,10,10,4,accumulate,12.30,1.00,12.30,1.00,,,,
arthritic,arthritic,0.25,Adjective,9,8,3,arthritic,12.30,1.00,12.30,1.00,,,,
cascade,cascade,0.63,Noun,7,6,2,cascade,12.30,0.95,12.30,0.95,,,,10.13
composure,composure,0.29,Noun,9,7,3,composure,12.30,1.00,12.30,1.00,,,,
conceit,conceit,0.47,Noun,7,6,2,conceit,12.30,1.00,12.30,1.00,,,,
coney,coney,2.16,Name,5,4,2,coney,12.30,0.53,12.30,0.53,,,,
dashiki,dashiki,0.10,Noun,7,6,3,dashiki,12.30,0.56,12.30,0.56,,,,
decibel,decibel,0.20,Noun,7,7,3,decibel,12.30,1.00,12.30,1.00,,,,
dermatology,dermatology,0.18,Noun,11,10,5,dermatology,12.30,1.00,12.30,1.00,12.68,,,
dissimilar,dissimilar,0.25,Adjective,10,8,4,dissimilar,12.30,0.91,12.30,0.91,,,,
earldom,earldom,0.06,Noun,7,5,2,earldom,12.30,0.56,12.30,0.56,,,,
economics,economics,2.47,Noun,9,9,4,economics,12.30,1.00,12.30,1.00,,,,
effectiveness,effectiveness,0.53,Noun,13,10,4,effectiveness,12.30,1.00,12.30,1.00,,,,
enchantress,enchantress,0.57,Noun,11,9,3,enchantress,12.30,1.00,12.30,1.00,,,,
fruitless,fruitless,0.45,Adjective,9,7,2,fruitless,12.30,1.00,12.30,1.00,,,,
helical,helical,0.04,Adjective,7,7,3,helical,12.30,0.53,12.30,0.53,,,,
joinery,joinery,0.02,Noun,7,5,3,joinery,12.30,0.53,12.30,0.53,,,,
kip,kip,1.88,Noun,3,3,1,kip,12.30,0.53,12.30,0.53,,,,
knave,knave,0.37,Noun,5,3,1,knave,12.30,0.56,12.30,0.56,,,13.20,
lynching,lynching,0.92,Noun,8,6,2,lynching,12.30,1.00,12.30,1.00,,,,
magnitude,magnitude,1.43,Noun,9,8,3,magnitude,12.30,0.95,12.30,0.95,,,,
manful,manful,0.02,Adjective,6,6,2,manful,12.30,0.56,12.30,0.56,,,,
orangery,orangery,#N/A,#N/A,8,8,4,orangery,12.30,0.53,12.30,0.53,,,,
overage,overage,0.10,Noun,7,5,3,overage,12.30,1.00,12.30,1.00,,,,
paranoid,paranoid,10.65,Adjective,8,7,3,paranoid,12.30,1.00,12.30,1.00,,,,
piecework,piecework,0.10,Noun,9,6,2,piecework,12.30,0.95,12.30,0.95,,,,
receptor,receptor,1.02,Noun,8,7,3,receptor,12.30,1.00,12.30,1.00,,,,
slapdash,slapdash,0.08,Noun,8,7,2,slapdash,12.30,0.56,12.30,0.56,,,,
sporadic,sporadic,0.27,Adjective,8,7,3,sporadic,12.30,1.00,12.30,1.00,,,,
uncultured,uncultured,0.06,Adjective,10,8,3,uncultured,12.30,1.00,12.30,1.00,,,,
underling,underling,0.16,Noun,9,7,3,underling,12.30,1.00,12.30,1.00,,,,
watermark,watermark,0.27,Noun,9,8,3,watermark,12.30,1.00,12.30,1.00,,,,
withhold,withhold,1.04,Verb,8,7,2,withhold,12.30,1.00,12.30,1.00,,,,
bombast,bombast,0.02,Noun,7,7,2,bombast,12.31,0.72,12.31,0.72,,,,
currant,currant,0.04,Noun,7,5,2,currant,12.31,0.72,12.31,0.72,,,,
fluoridation,fluoridation,0.02,Noun,12,10,4,fluoridation,12.31,0.72,12.31,0.72,,,,
geophysical,geophysical,0.06,Adjective,11,10,5,geophysical,12.31,0.89,12.31,0.89,,,,
intercession,intercession,0.12,Noun,12,9,4,intercession,12.31,0.89,12.31,0.89,,,,
knockabout,knockabout,0.02,Noun,10,7,3,knockabout,12.31,0.72,12.31,0.72,,,,
largesse,largesse,0.18,Noun,8,6,2,largesse,12.31,0.68,12.31,0.68,11.96,,,
maggoty,maggoty,0.12,Adjective,7,6,3,maggoty,12.31,0.68,12.31,0.68,,,,
mesquite,mesquite,0.24,Noun,8,6,2,mesquite,12.31,0.84,12.31,0.84,,,,
nonchalance,nonchalance,0.06,Noun,11,9,3,nonchalance,12.31,0.72,12.31,0.72,,,,
nutritive,nutritive,0.02,Adjective,9,8,3,nutritive,12.31,0.68,12.31,0.68,,,,
peahen,peahen,0.08,Noun,6,5,2,peahen,12.31,0.72,12.31,0.72,8.54,,,
penitence,penitence,0.06,Noun,9,8,3,penitence,12.31,0.65,12.31,0.65,,,,
rascality,rascality,0.06,Noun,9,9,4,rascality,12.31,0.72,12.31,0.72,,,,
referable,referable,#N/A,#N/A,9,8,4,referable,12.31,0.80,12.31,0.80,,,,
rooftree,rooftree,0.02,Noun,8,6,2,rooftree,12.31,0.68,12.31,0.68,,,,
rubout,rubout,0.02,Noun,6,5,2,rubout,12.31,0.68,12.31,0.68,,,,
swellhead,swellhead,0.02,Noun,9,7,2,swellhead,12.31,0.72,12.31,0.72,,,,
tartan,tartan,0.31,Adjective,6,6,2,tartan,12.31,0.68,12.31,0.68,,,,
mercury,mercury,3.82,Name,7,6,3,mercury,12.32,1.00,12.32,1.00,,,,
abridgement,abridgement,0.02,Noun,11,9,3,abridgement,12.32,0.85,12.32,0.85,,12.58,,
interposition,interposition,0.00,#N/A,13,11,5,interposition,12.32,0.77,12.32,0.77,,12.55,,
jag,jag,1.75,Name,3,3,1,jag,12.32,0.86,12.32,0.86,,,10.95,
adornment,adornment,0.08,Noun,9,9,3,adornment,12.32,1.00,12.32,1.00,,,,
alternation,alternation,0.04,Noun,11,9,4,alternation,12.32,1.00,12.32,1.00,,,,
brawny,brawny,0.18,Adjective,6,5,2,brawny,12.32,1.00,12.32,1.00,,,,
casement,casement,0.04,Noun,8,7,2,casement,12.32,1.00,12.32,1.00,,,,
chesty,chesty,0.27,Adjective,6,5,2,chesty,12.32,1.00,12.32,1.00,,,,
colonialism,colonialism,0.33,Noun,11,12,6,colonialism,12.32,1.00,12.32,1.00,,,,
compressor,compressor,0.49,Noun,10,8,3,compressor,12.32,1.00,12.32,1.00,,,,
