"downloaded","language","form","form_type","data_id","child_id","age","measure","vocab","n","first_administration","monolingual","typically_developing"
2023-11-30,"English (American)","WG","WG",193532,82771,12,"comprehension",396,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",193536,82775,12,"comprehension",50,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",193540,82779,12,"comprehension",12,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",193543,82782,12,"comprehension",17,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",193555,82794,12,"comprehension",115,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",193560,82798,12,"comprehension",53,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",193566,82801,12,"comprehension",105,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",193577,82807,12,"comprehension",54,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",193597,82817,12,"comprehension",37,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",193605,82821,12,"comprehension",91,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",193625,82831,12,"comprehension",395,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",193651,82844,12,"comprehension",34,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",193665,82851,12,"comprehension",93,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",193697,82867,12,"comprehension",100,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",193712,82875,12,"comprehension",60,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",193750,82894,12,"comprehension",346,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",193758,82898,12,"comprehension",172,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",193766,82902,12,"comprehension",42,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",193798,82918,12,"comprehension",396,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",193812,4056,12,"comprehension",240,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",193818,4059,12,"comprehension",62,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",193822,4061,12,"comprehension",75,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",193824,4062,12,"comprehension",55,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",193834,4067,12,"comprehension",85,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",193842,4071,12,"comprehension",30,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",193859,82949,12,"comprehension",170,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",193860,4080,12,"comprehension",111,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",193883,82961,12,"comprehension",21,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",193884,4092,12,"comprehension",53,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",193886,4093,12,"comprehension",94,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",193890,82965,12,"comprehension",287,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",193893,4096,12,"comprehension",79,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",193894,82967,12,"comprehension",96,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",193899,4099,12,"comprehension",98,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",193900,82970,12,"comprehension",59,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",193905,4102,12,"comprehension",185,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",193910,82975,12,"comprehension",394,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",193911,4105,12,"comprehension",44,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",193913,4106,12,"comprehension",118,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",193914,82977,12,"comprehension",11,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",193917,4108,12,"comprehension",19,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",193934,82987,12,"comprehension",8,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",193952,82996,12,"comprehension",42,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",193979,83010,12,"comprehension",291,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",193995,83018,12,"comprehension",52,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194017,83029,12,"comprehension",22,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194045,83043,12,"comprehension",31,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194047,83044,12,"comprehension",392,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194052,4175,12,"comprehension",55,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194058,4178,12,"comprehension",89,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194059,83050,12,"comprehension",11,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194080,4189,12,"comprehension",396,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194085,83063,12,"comprehension",71,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194086,4192,12,"comprehension",140,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194099,4198,12,"comprehension",135,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194103,4200,12,"comprehension",59,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194111,4204,12,"comprehension",62,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194113,4205,12,"comprehension",148,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194120,83081,12,"comprehension",17,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194129,4213,12,"comprehension",128,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194136,83089,12,"comprehension",22,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194139,4218,12,"comprehension",19,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194150,83096,12,"comprehension",85,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194156,83099,12,"comprehension",51,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194157,4227,12,"comprehension",81,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194166,83104,12,"comprehension",32,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194171,4234,12,"comprehension",121,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194173,4235,12,"comprehension",24,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194178,83110,12,"comprehension",51,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194190,83116,12,"comprehension",58,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194198,83120,12,"comprehension",82,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194201,4249,12,"comprehension",98,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194215,4256,12,"comprehension",242,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194220,83131,12,"comprehension",135,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194238,4267,12,"comprehension",56,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194247,83145,12,"comprehension",49,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194249,83146,12,"comprehension",395,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194263,83153,12,"comprehension",44,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194273,83158,12,"comprehension",66,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194279,83161,12,"comprehension",177,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194289,83166,12,"comprehension",61,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194290,4293,12,"comprehension",96,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194301,83172,12,"comprehension",74,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194302,4299,12,"comprehension",42,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194303,83173,12,"comprehension",71,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194312,4304,12,"comprehension",66,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194318,4307,12,"comprehension",365,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194326,4311,12,"comprehension",129,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194328,4312,12,"comprehension",64,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194331,83187,12,"comprehension",77,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194336,83190,12,"comprehension",42,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194344,83194,12,"comprehension",126,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194356,83200,12,"comprehension",269,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194358,83201,12,"comprehension",143,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194363,4329,12,"comprehension",32,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194373,4334,12,"comprehension",186,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194378,83211,12,"comprehension",57,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194379,4337,12,"comprehension",17,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194391,4343,12,"comprehension",52,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194433,4364,12,"comprehension",87,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194437,4366,12,"comprehension",131,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194438,83241,12,"comprehension",44,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194453,4374,12,"comprehension",82,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194457,4376,12,"comprehension",161,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194463,4379,12,"comprehension",46,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194465,4380,12,"comprehension",102,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194515,83280,12,"comprehension",17,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194542,4418,12,"comprehension",74,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194543,83294,12,"comprehension",15,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194549,83297,12,"comprehension",12,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194598,83322,12,"comprehension",111,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194604,83325,12,"comprehension",82,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194612,83329,12,"comprehension",89,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194616,83331,12,"comprehension",93,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194626,83336,12,"comprehension",38,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194654,83350,12,"comprehension",22,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194656,83351,12,"comprehension",322,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194665,4479,12,"comprehension",36,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194670,83358,12,"comprehension",50,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194692,83369,12,"comprehension",64,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194700,83373,12,"comprehension",112,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194704,83375,12,"comprehension",217,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194713,83380,12,"comprehension",99,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194714,4503,12,"comprehension",66,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194722,4507,12,"comprehension",57,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194727,83387,12,"comprehension",85,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194738,4515,12,"comprehension",49,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194740,4516,12,"comprehension",82,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194743,83395,12,"comprehension",264,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194750,4521,12,"comprehension",15,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194753,83400,12,"comprehension",164,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194762,4527,12,"comprehension",87,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194764,4528,12,"comprehension",175,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194776,4534,12,"comprehension",44,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194789,83418,12,"comprehension",90,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194790,4541,12,"comprehension",7,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194792,4542,12,"comprehension",54,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194793,83420,12,"comprehension",62,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194794,4543,12,"comprehension",63,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194797,83422,12,"comprehension",140,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194805,83426,12,"comprehension",52,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194806,4549,12,"comprehension",91,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194808,4550,12,"comprehension",74,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194810,4551,12,"comprehension",164,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194817,83432,12,"comprehension",37,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194834,4563,12,"comprehension",44,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194847,83447,12,"comprehension",77,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194871,83459,12,"comprehension",131,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194877,83462,12,"comprehension",29,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194888,4590,12,"comprehension",227,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194889,83468,12,"comprehension",9,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194890,4591,12,"comprehension",148,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194902,83475,12,"comprehension",51,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194914,83481,12,"comprehension",7,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194915,4603,12,"comprehension",77,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194945,4618,12,"comprehension",22,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194950,83499,12,"comprehension",8,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194956,83502,12,"comprehension",26,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194966,83507,12,"comprehension",126,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194979,4635,12,"comprehension",393,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194988,83518,12,"comprehension",90,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194993,4642,12,"comprehension",18,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194995,4643,12,"comprehension",97,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194997,4644,12,"comprehension",20,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195001,4646,12,"comprehension",61,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195003,4647,12,"comprehension",37,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195005,4648,12,"comprehension",26,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195007,4649,12,"comprehension",66,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195008,83528,12,"comprehension",64,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195009,4650,12,"comprehension",68,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195011,4651,12,"comprehension",28,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195013,4652,12,"comprehension",127,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195017,4654,12,"comprehension",87,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195019,4655,12,"comprehension",38,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195042,83545,12,"comprehension",47,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195045,4668,12,"comprehension",71,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195068,83558,12,"comprehension",19,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195075,4683,12,"comprehension",16,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195083,83566,12,"comprehension",72,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195113,83581,12,"comprehension",36,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195115,83582,12,"comprehension",41,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195129,83589,12,"comprehension",113,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195155,83602,12,"comprehension",97,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195158,4724,12,"comprehension",42,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195160,4725,12,"comprehension",64,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195162,4726,12,"comprehension",77,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195165,83607,12,"comprehension",4,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195166,4728,12,"comprehension",167,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195168,4729,12,"comprehension",32,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195180,4735,12,"comprehension",145,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195184,4737,12,"comprehension",11,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195198,4744,12,"comprehension",35,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195201,83625,12,"comprehension",57,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195203,83626,12,"comprehension",396,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195204,4747,12,"comprehension",39,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195210,4750,12,"comprehension",140,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195228,4759,12,"comprehension",27,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195229,83639,12,"comprehension",98,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195233,83641,12,"comprehension",116,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195260,83655,12,"comprehension",49,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195261,4775,12,"comprehension",132,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195291,4790,12,"comprehension",66,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195294,83672,12,"comprehension",0,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195310,83680,12,"comprehension",20,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195315,4802,12,"comprehension",77,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195329,4809,12,"comprehension",161,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195356,4822,12,"comprehension",10,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195360,4824,12,"comprehension",77,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195362,4825,12,"comprehension",38,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195367,83709,12,"comprehension",7,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195370,4829,12,"comprehension",95,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195375,83713,12,"comprehension",62,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195377,83714,12,"comprehension",34,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195414,4851,12,"comprehension",89,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195416,4852,12,"comprehension",87,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195420,4854,12,"comprehension",131,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195426,4857,12,"comprehension",195,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195432,4860,12,"comprehension",228,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195438,4863,12,"comprehension",152,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195442,4865,12,"comprehension",82,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195447,4867,12,"comprehension",50,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195455,4871,12,"comprehension",81,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195457,4872,12,"comprehension",64,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195460,83756,12,"comprehension",54,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195462,83757,12,"comprehension",54,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195466,83759,12,"comprehension",0,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195474,83763,12,"comprehension",0,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195491,4889,12,"comprehension",95,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195504,83778,12,"comprehension",0,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195506,83779,12,"comprehension",49,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195512,83782,12,"comprehension",40,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195516,83784,12,"comprehension",85,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195523,4905,12,"comprehension",60,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195524,83788,12,"comprehension",39,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195525,4906,12,"comprehension",31,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195526,83789,12,"comprehension",37,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195536,83794,12,"comprehension",38,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195539,4913,12,"comprehension",109,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195545,4916,12,"comprehension",61,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195557,4922,12,"comprehension",10,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195559,4923,12,"comprehension",18,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195566,4926,12,"comprehension",139,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195584,4935,12,"comprehension",62,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195586,4936,12,"comprehension",48,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195588,4937,12,"comprehension",96,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195589,83821,12,"comprehension",0,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195599,83826,12,"comprehension",0,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195609,83831,12,"comprehension",51,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195611,83832,12,"comprehension",28,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195613,83833,12,"comprehension",138,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195624,4955,12,"comprehension",80,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195657,4971,12,"comprehension",45,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195659,4972,12,"comprehension",193,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195677,4981,12,"comprehension",158,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195679,4982,12,"comprehension",16,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195695,4990,12,"comprehension",88,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195697,4991,12,"comprehension",23,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195707,4996,12,"comprehension",115,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195709,4997,12,"comprehension",70,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195715,5000,12,"comprehension",13,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195717,5001,12,"comprehension",33,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195727,5006,12,"comprehension",36,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195728,83891,12,"comprehension",221,3676,TRUE,TRUE,TRUE
